Ticker,datadate,gsector,,,,,
PBHC,2024-12-31,40,,,,,
PLBC,2024-12-31,40,,,,,
IRIX,2024-12-31,35,,,,,
PAYD,2024-12-31,45,,,,,
CTLP,2024-12-31,40,,,,,
LPTH,2024-12-31,45,,,,,
CMCO,2024-12-31,20,,,,,
UNTY,2024-12-31,40,,,,,
FORD,2024-12-31,45,,,,,
CSGS,2024-12-31,20,,,,,
SGRP,2024-12-31,50,,,,,
MLGF,2024-12-31,40,,,,,
IAG,2024-12-31,15,,,,,
FNRN,2024-12-31,40,,,,,
IRM,2024-12-31,60,,,,,
HUBG,2024-12-31,20,,,,,
ABUS,2024-12-31,35,,,,,
ELLO,2024-12-31,55,,,,,
SPH,2024-12-31,55,,,,,
CENX,2024-12-31,15,,,,,
AIM,2024-12-31,35,,,,,
AMFC,2024-12-31,40,,,,,
KVHI,2024-12-31,45,,,,,
FFDF,2024-12-31,40,,,,,
PLX,2024-12-31,35,,,,,
CWCO,2024-12-31,55,,,,,
EPM,2024-12-31,10,,,,,
SASR,2024-12-31,40,,,,,
TRV,2024-12-31,40,,,,,
TCX,2024-12-31,45,,,,,
JAKK,2024-12-31,25,,,,,
SCWO,2024-12-31,20,,,,,
FCN,2024-12-31,20,,,,,
MFIN,2024-12-31,40,,,,,
NBIX,2024-12-31,35,,,,,
BOSC,2024-12-31,45,,,,,
SQZZF,2024-12-31,10,,,,,
SSNC,2024-12-31,20,,,,,
SBSI,2024-12-31,40,,,,,
RUSHA,2024-12-31,20,,,,,
AVDL,2024-12-31,35,,,,,
NORD,2024-12-31,40,,,,,
CASI,2024-12-31,35,,,,,
SBFG,2024-12-31,40,,,,,
ANSS,2024-12-31,45,,,,,
AXAHY,2024-12-31,40,,,,,
ECIA,2024-12-31,35,,,,,
DCOM,2024-12-31,40,,,,,
ICTSF,2024-12-31,20,,,,,
DASTY,2024-12-31,45,,,,,
PROV,2024-12-31,40,,,,,
CHKP,2024-12-31,45,,,,,
QGEN,2024-12-31,35,,,,,
CWBC,2024-12-31,40,,,,,
OCFC,2024-12-31,40,,,,,
CPKF,2024-12-31,40,,,,,
PEGA,2024-12-31,45,,,,,
DYNR,2024-12-31,15,,,,,
STRA,2024-12-31,25,,,,,
WHLM,2024-12-31,20,,,,,
CHBH,2024-12-31,40,,,,,
GERN,2024-12-31,35,,,,,
TTEC,2024-12-31,20,,,,,
LAMR,2024-12-31,60,,,,,
AIMD,2024-12-31,45,,,,,
AWRE,2024-12-31,45,,,,,
CSV,2024-12-31,25,,,,,
BAESY,2024-12-31,20,,,,,
CRWE,2024-12-31,50,,,,,
TACT,2024-12-31,45,,,,,
MVIS,2024-12-31,45,,,,,
SSREY,2024-12-31,40,,,,,
CSCIF,2024-12-31,35,,,,,
BKRIY,2024-12-31,40,,,,,
WLFC,2024-12-31,20,,,,,
ONIT,2024-12-31,40,,,,,
5952B,2024-12-31,25,,,,,
BXLC,2024-12-31,40,,,,,
HFBK,2024-12-31,40,,,,,
WTBA,2024-12-31,40,,,,,
9625A,2024-12-31,40,,,,,
BJRI,2024-12-31,25,,,,,
SCRYY,2024-12-31,40,,,,,
WTFC,2024-12-31,40,,,,,
PAG,2024-12-31,25,,,,,
USNA,2024-12-31,30,,,,,
TGI,2024-12-31,20,,,,,
NOV,2024-12-31,10,,,,,
CBDBY,2024-12-31,30,,,,,
VATE,2024-12-31,20,,,,,
PLUS,2024-12-31,45,,,,,
VEON,2024-12-31,50,,,,,
NUS,2024-12-31,30,,,,,
STLD,2024-12-31,15,,,,,
FORR,2024-12-31,20,,,,,
GEL,2024-12-31,10,,,,,
SDCH,2024-12-31,45,,,,,
MCHT,2024-12-31,40,,,,,
VSAT,2024-12-31,45,,,,,
HIHO,2024-12-31,20,,,,,
GPUS,2024-12-31,20,,,,,
DGX,2024-12-31,35,,,,,
LAD,2024-12-31,25,,,,,
TSDRF,2024-12-31,15,,,,,
DXPE,2024-12-31,20,,,,,
UBFO,2024-12-31,40,,,,,
HLIO,2024-12-31,20,,,,,
ELTK,2024-12-31,45,,,,,
NSP,2024-12-31,20,,,,,
KRC,2024-12-31,60,,,,,
CERS,2024-12-31,35,,,,,
VCEL,2024-12-31,35,,,,,
CHNEY,2024-12-31,20,,,,,
GOGL,2024-12-31,20,,,,,
SLGN,2024-12-31,15,,,,,
CLWT,2024-12-31,20,,,,,
ERLFF,2024-12-31,15,,,,,
APWC,2024-12-31,20,,,,,
EEFT,2024-12-31,40,,,,,
SELF,2024-12-31,60,,,,,
SSB,2024-12-31,40,,,,,
HSTXF,2024-12-31,15,,,,,
GIFI,2024-12-31,10,,,,,
ELP,2024-12-31,55,,,,,
SBNC,2024-12-31,40,,,,,
TTWO,2024-12-31,50,,,,,
EMKR,2024-12-31,45,,,,,
BKYI,2024-12-31,45,,,,,
ALV,2024-12-31,25,,,,,
INM,2024-12-31,35,,,,,
RMBS,2024-12-31,45,,,,,
AMZN,2024-12-31,25,,,,,
JFBC,2024-12-31,40,,,,,
WILC,2024-12-31,30,,,,,
UCB,2024-12-31,40,,,,,
ARE,2024-12-31,60,,,,,
RYAAY,2024-12-31,20,,,,,
QRVO,2024-12-31,45,,,,,
SRPT,2024-12-31,35,,,,,
WDFN,2024-12-31,40,,,,,
RL,2024-12-31,25,,,,,
MMS,2024-12-31,20,,,,,
EDPFY,2024-12-31,55,,,,,
INTT,2024-12-31,45,,,,,
BXP,2024-12-31,60,,,,,
PPBI,2024-12-31,40,,,,,
FIX,2024-12-31,20,,,,,
FRFC,2024-12-31,40,,,,,
HLX,2024-12-31,10,,,,,
AROC,2024-12-31,10,,,,,
GTHP,2024-12-31,35,,,,,
EGHT,2024-12-31,45,,,,,
QUIK,2024-12-31,45,,,,,
GLBZ,2024-12-31,40,,,,,
CXW,2024-12-31,20,,,,,
DTE1,2024-12-31,55,,,,,
SRE4,2024-12-31,55,,,,,
PCG1,2024-12-31,55,,,,,
WPS1,2024-12-31,55,,,,,
OZK,2024-12-31,40,,,,,
JLL,2024-12-31,60,,,,,
PPBN,2024-12-31,40,,,,,
LNKB,2024-12-31,40,,,,,
EVBN,2024-12-31,40,,,,,
EDAP,2024-12-31,35,,,,,
OXBC,2024-12-31,40,,,,,
COLB,2024-12-31,40,,,,,
TRCY,2024-12-31,40,,,,,
DHIL,2024-12-31,40,,,,,
MT,2024-12-31,15,,,,,
WEDXF,2024-12-31,40,,,,,
BFAM,2024-12-31,25,,,,,
INIS,2024-12-31,35,,,,,
SLG,2024-12-31,60,,,,,
MEC1,2024-12-31,55,,,,,
VTSI,2024-12-31,20,,,,,
OMCC,2024-12-31,40,,,,,
OMEX,2024-12-31,20,,,,,
SIGA,2024-12-31,35,,,,,
ESLT,2024-12-31,20,,,,,
PETS,2024-12-31,25,,,,,
YUM,2024-12-31,25,,,,,
FARO,2024-12-31,45,,,,,
RDCM,2024-12-31,45,,,,,
TFRFF,2024-12-31,25,,,,,
AMEN,2024-12-31,10,,,,,
NAT,2024-12-31,10,,,,,
LSAK,2024-12-31,40,,,,,
CAC,2024-12-31,40,,,,,
INVE,2024-12-31,45,,,,,
NLY,2024-12-31,40,,,,,
NRC,2024-12-31,35,,,,,
SRI,2024-12-31,25,,,,,
RBA,2024-12-31,20,,,,,
OSIS,2024-12-31,45,,,,,
CHRW,2024-12-31,20,,,,,
SUUIF,2024-12-31,55,,,,,
CHH,2024-12-31,25,,,,,
CSR,2024-12-31,60,,,,,
INVX,2024-12-31,10,,,,,
MBWM,2024-12-31,40,,,,,
CWST,2024-12-31,20,,,,,
INTI,2024-12-31,35,,,,,
EPR,2024-12-31,60,,,,,
GPI,2024-12-31,25,,,,,
SNDA,2024-12-31,35,,,,,
LUGDF,2024-12-31,15,,,,,
YHGJ,2024-12-31,25,,,,,
MTD,2024-12-31,35,,,,,
MOFG,2024-12-31,40,,,,,
OLNCF,2024-12-31,20,,,,,
SAH,2024-12-31,25,,,,,
CTHR,2024-12-31,25,,,,,
AMG,2024-12-31,40,,,,,
GEOS,2024-12-31,10,,,,,
NOTV,2024-12-31,35,,,,,
AUMN,2024-12-31,15,,,,,
CSBB,2024-12-31,40,,,,,
SLSN,2024-12-31,15,,,,,
ASRT,2024-12-31,35,,,,,
CFFI,2024-12-31,40,,,,,
INGR,2024-12-31,30,,,,,
POWI,2024-12-31,45,,,,,
BRTX,2024-12-31,35,,,,,
URI,2024-12-31,20,,,,,
NWFL,2024-12-31,40,,,,,
OVLY,2024-12-31,40,,,,,
KISB,2024-12-31,40,,,,,
LCNB,2024-12-31,40,,,,,
HOPE,2024-12-31,40,,,,,
IDR,2024-12-31,15,,,,,
LIVE,2024-12-31,25,,,,,
PFHO,2024-12-31,35,,,,,
HFWA,2024-12-31,40,,,,,
TSBK,2024-12-31,40,,,,,
MPB,2024-12-31,40,,,,,
MPU,2024-12-31,50,,,,,
OPOF,2024-12-31,40,,,,,
WPC,2024-12-31,60,,,,,
FXNC,2024-12-31,40,,,,,
RMTI,2024-12-31,35,,,,,
VRSN,2024-12-31,45,,,,,
IESC,2024-12-31,20,,,,,
PRDO,2024-12-31,25,,,,,
MVCO,2024-12-31,,,,,,
MRCY,2024-12-31,20,,,,,
PFIS,2024-12-31,40,,,,,
PWR,2024-12-31,20,,,,,
COFS,2024-12-31,40,,,,,
CBAN,2024-12-31,40,,,,,
LIMX,2024-12-31,50,,,,,
CNXN,2024-12-31,45,,,,,
SRDX,2024-12-31,35,,,,,
GMPW,2024-12-31,45,,,,,
XEL5,2024-12-31,55,,,,,
FUSB,2024-12-31,40,,,,,
CIX,2024-12-31,20,,,,,
MUC,2024-12-31,,,,,,
UNS1,2024-12-31,55,,,,,
CAPC,2024-12-31,20,,,,,
OSPN,2024-12-31,45,,,,,
INO,2024-12-31,35,,,,,
FHI,2024-12-31,40,,,,,
HLMN,2024-12-31,20,,,,,
TPB,2024-12-31,30,,,,,
FIGR,2024-12-31,40,,,,,
CHOW,2024-12-31,45,,,,,
PTRN,2024-12-31,25,,,,,
LBRX,2024-12-31,35,,,,,
CBK,2024-12-31,40,,,,,
CCHH,2024-12-31,,,,,,
TTRX,2024-12-31,,,,,,
NP,2024-12-31,40,,,,,
BRCB,2024-12-31,25,,,,,
ALH,2024-12-31,20,,,,,
WBI,2024-12-31,55,,,,,
BBT,2024-12-31,40,,,,,
BAYRY,2024-12-31,35,,,,,
RTO,2024-12-31,20,,,,,
BZLFY,2024-12-31,20,,,,,
DLAKY,2024-12-31,20,,,,,
TATYY,2024-12-31,30,,,,,
SSLZY,2024-12-31,10,,,,,
AMCR,2024-12-31,15,,,,,
ATEYY,2024-12-31,45,,,,,
RELX,2024-12-31,20,,,,,
SPMYY,2024-12-31,45,,,,,
JMHLY,2024-12-31,20,,,,,
SSL,2024-12-31,15,,,,,
JHX,2024-12-31,15,,,,,
PSO,2024-12-31,25,,,,,
LRLCY,2024-12-31,30,,,,,
EONGY,2024-12-31,55,,,,,
CTTAY,2024-12-31,25,,,,,
SHCAY,2024-12-31,25,,,,,
WDS,2024-12-31,10,,,,,
TAK,2024-12-31,35,,,,,
VWAGY,2024-12-31,25,,,,,
RWEOY,2024-12-31,55,,,,,
SEOAY,2024-12-31,15,,,,,
CKHUY,2024-12-31,20,,,,,
AIQUY,2024-12-31,15,,,,,
SNY,2024-12-31,35,,,,,
STLA,2024-12-31,25,,,,,
PUBGY,2024-12-31,50,,,,,
NVS,2024-12-31,35,,,,,
SNN,2024-12-31,35,,,,,
WTKWY,2024-12-31,20,,,,,
AFLYY,2024-12-31,20,,,,,
UPMMY,2024-12-31,15,,,,,
TRMD,2024-12-31,10,,,,,
HMY,2024-12-31,15,,,,,
SPPJY,2024-12-31,15,,,,,
NTDOY,2024-12-31,50,,,,,
VLEEY,2024-12-31,25,,,,,
LOGI,2024-12-31,45,,,,,
UUGRY,2024-12-31,55,,,,,
VIRDY,2024-12-31,10,,,,,
SSEZY,2024-12-31,55,,,,,
SAP,2024-12-31,45,,,,,
NCLH,2024-12-31,25,,,,,
PKX,2024-12-31,15,,,,,
SPKKY,2024-12-31,50,,,,,
HEINY,2024-12-31,30,,,,,
CX,2024-12-31,15,,,,,
WMMVY,2024-12-31,30,,,,,
FECCF,2024-12-31,10,,,,,
AMT,2024-12-31,60,,,,,
PAYS,2024-12-31,40,,,,,
BDGIF,2024-12-31,20,,,,,
BSRR,2024-12-31,40,,,,,
BCS1,2024-12-31,40,,,,,
BRBS,2024-12-31,40,,,,,
CWVLF,2024-12-31,10,,,,,
BRKL,2024-12-31,40,,,,,
AOIFF,2024-12-31,10,,,,,
HIVE,2024-12-31,45,,,,,
WPM,2024-12-31,15,,,,,
MTA,2024-12-31,15,,,,,
COLM,2024-12-31,25,,,,,
XLEFF,2024-12-31,10,,,,,
ED1,2024-12-31,55,,,,,
LGO,2024-12-31,15,,,,,
LUCMF,2024-12-31,15,,,,,
NGD,2024-12-31,15,,,,,
BNBX,2024-12-31,35,,,,,
LWLG,2024-12-31,45,,,,,
ELTP,2024-12-31,35,,,,,
EXNRF,2024-12-31,15,,,,,
FMBM,2024-12-31,40,,,,,
FQVLF,2024-12-31,15,,,,,
BWMG,2024-12-31,25,,,,,
HLTOY,2024-12-31,50,,,,,
HLFN,2024-12-31,40,,,,,
SANG,2024-12-31,45,,,,,
FGOVF,2024-12-31,15,,,,,
THM,2024-12-31,15,,,,,
FSM,2024-12-31,15,,,,,
KIQSF,2024-12-31,20,,,,,
NB,2024-12-31,15,,,,,
AFMJF,2024-12-31,15,,,,,
EXK,2024-12-31,15,,,,,
SMTSF,2024-12-31,15,,,,,
SNUYF,2024-12-31,10,,,,,
MJGCF,2024-12-31,15,,,,,
EMX,2024-12-31,15,,,,,
ENAFF,2024-12-31,45,,,,,
MSVB,2024-12-31,40,,,,,
MDY,2024-12-31,,,,,,
NTWK,2024-12-31,45,,,,,
ZMWYF,2024-12-31,25,,,,,
CNNEF,2024-12-31,10,,,,,
NKRSF,2024-12-31,10,,,,,
NODB,2024-12-31,40,,,,,
FNWD,2024-12-31,40,,,,,
LMGDF,2024-12-31,15,,,,,
FE1,2024-12-31,55,,,,,
OR,2024-12-31,15,,,,,
UUUU,2024-12-31,10,,,,,
GSVRF,2024-12-31,15,,,,,
HBM,2024-12-31,15,,,,,
PGC,2024-12-31,40,,,,,
MRKR,2024-12-31,35,,,,,
LCGMF,2024-12-31,15,,,,,
SPY,2024-12-31,,,,,,
FOLGF,2024-12-31,10,,,,,
LUNMF,2024-12-31,15,,,,,
CEIN,2024-12-31,20,,,,,
SVM,2024-12-31,15,,,,,
MGLD,2024-12-31,40,,,,,
CXBMF,2024-12-31,15,,,,,
THXPF,2024-12-31,15,,,,,
MLCI,2024-12-31,40,,,,,
OVTZ,2024-12-31,45,,,,,
UBOH,2024-12-31,40,,,,,
JSDA,2024-12-31,30,,,,,
ETRXF,2024-12-31,55,,,,,
AG,2024-12-31,15,,,,,
EDVMF,2024-12-31,15,,,,,
WPRT,2024-12-31,20,,,,,
YZCAY,2024-12-31,10,,,,,
FGBI,2024-12-31,40,,,,,
PFBC,2024-12-31,40,,,,,
SFIGA,2024-12-31,40,,,,,
ORPB,2024-12-31,40,,,,,
BOTH,2024-12-31,,,,,,
HTBK,2024-12-31,40,,,,,
MANH,2024-12-31,45,,,,,
CRAI,2024-12-31,20,,,,,
DHF,2024-12-31,,,,,,
SFDL,2024-12-31,40,,,,,
AMKR,2024-12-31,45,,,,,
PTBS,2024-12-31,40,,,,,
VTR,2024-12-31,60,,,,,
FGFH,2024-12-31,40,,,,,
FIZN,2024-12-31,40,,,,,
IOSP,2024-12-31,15,,,,,
ICLR,2024-12-31,35,,,,,
IDXG,2024-12-31,35,,,,,
WCN,2024-12-31,20,,,,,
AXTI,2024-12-31,45,,,,,
AWX,2024-12-31,20,,,,,
CZBC,2024-12-31,40,,,,,
HCKT,2024-12-31,45,,,,,
HZO,2024-12-31,25,,,,,
HWBK,2024-12-31,40,,,,,
CNRD,2024-12-31,20,,,,,
GIL,2024-12-31,25,,,,,
CZBT,2024-12-31,40,,,,,
MSTR,2024-12-31,45,,,,,
SKAS,2024-12-31,20,,,,,
UNB,2024-12-31,40,,,,,
CXDO,2024-12-31,45,,,,,
CBKM,2024-12-31,40,,,,,
TYCB,2024-12-31,40,,,,,
EGBN,2024-12-31,40,,,,,
THVB,2024-12-31,40,,,,,
ORRF,2024-12-31,40,,,,,
CTSH,2024-12-31,45,,,,,
PBCO,2024-12-31,40,,,,,
DOX,2024-12-31,45,,,,,
FNLC,2024-12-31,40,,,,,
GGB,2024-12-31,15,,,,,
TSQ,2024-12-31,50,,,,,
BXSY,2024-12-31,,,,,,
FMHS,2024-12-31,30,,,,,
CMLS,2024-12-31,50,,,,,
CSGP,2024-12-31,60,,,,,
CLS,2024-12-31,45,,,,,
SLBK,2024-12-31,40,,,,,
RSG,2024-12-31,20,,,,,
EAS2,2024-12-31,55,,,,,
DFIFF,2024-12-31,15,,,,,
PFBX,2024-12-31,40,,,,,
FCCO,2024-12-31,40,,,,,
HBIA,2024-12-31,40,,,,,
FMAO,2024-12-31,40,,,,,
RBCAA,2024-12-31,40,,,,,
LEU,2024-12-31,10,,,,,
EPD,2024-12-31,10,,,,,
MTEX,2024-12-31,30,,,,,
UWHR,2024-12-31,40,,,,,
CCI,2024-12-31,60,,,,,
IRNS,2024-12-31,20,,,,,
CETX,2024-12-31,45,,,,,
EBAY,2024-12-31,25,,,,,
GS,2024-12-31,40,,,,,
POM4,2024-12-31,55,,,,,
KDOZF,2024-12-31,50,,,,,
SCMWY,2024-12-31,50,,,,,
AQN,2024-12-31,55,,,,,
TGLO,2024-12-31,45,,,,,
QSEP,2024-12-31,10,,,,,
FNFI,2024-12-31,40,,,,,
EVF,2024-12-31,,,,,,
NST1,2024-12-31,55,,,,,
OGE1,2024-12-31,55,,,,,
NTIP,2024-12-31,45,,,,,
PB,2024-12-31,40,,,,,
VABK,2024-12-31,40,,,,,
BESS,2024-12-31,20,,,,,
PAA,2024-12-31,10,,,,,
TRAK,2024-12-31,45,,,,,
USIO,2024-12-31,40,,,,,
AEE1,2024-12-31,55,,,,,
SNBR,2024-12-31,25,,,,,
OBT,2024-12-31,40,,,,,
XLB,2024-12-31,,,,,,
ALRTF,2024-12-31,35,,,,,
HCIL,2024-12-31,30,,,,,
CFBK,2024-12-31,40,,,,,
GCBC,2024-12-31,40,,,,,
IVFZF,2024-12-31,45,,,,,
FCAP,2024-12-31,40,,,,,
GDEN,2024-12-31,25,,,,,
SKVI,2024-12-31,30,,,,,
KZIA,2024-12-31,35,,,,,
EFSC,2024-12-31,40,,,,,
SBSAA,2024-12-31,50,,,,,
AUPH,2024-12-31,35,,,,,
MSBC,2024-12-31,40,,,,,
AXL,2024-12-31,25,,,,,
EWBC,2024-12-31,40,,,,,
APTV,2024-12-31,25,,,,,
GAMI,2024-12-31,40,,,,,
ARREF,2024-12-31,15,,,,,
EBTC,2024-12-31,40,,,,,
QQQ,2024-12-31,,,,,,
NXPL,2024-12-31,50,,,,,
CGXEF,2024-12-31,10,,,,,
ALBY,2024-12-31,40,,,,,
MUE,2024-12-31,,,,,,
GOVB,2024-12-31,40,,,,,
MKSI,2024-12-31,45,,,,,
BKNG,2024-12-31,25,,,,,
TREX,2024-12-31,20,,,,,
CFFN,2024-12-31,40,,,,,
FBPI,2024-12-31,40,,,,,
EXTR,2024-12-31,45,,,,,
HGTXU,2024-12-31,10,,,,,
ATLC,2024-12-31,40,,,,,
CZBS,2024-12-31,40,,,,,
HSII,2024-12-31,20,,,,,
CNX,2024-12-31,10,,,,,
UONEK,2024-12-31,50,,,,,
TOWN,2024-12-31,40,,,,,
WCC,2024-12-31,20,,,,,
LOAN,2024-12-31,40,,,,,
NAN,2024-12-31,,,,,,
AUDC,2024-12-31,45,,,,,
AMBZ,2024-12-31,40,,,,,
FFIV,2024-12-31,45,,,,,
SKX,2024-12-31,25,,,,,
BSHI,2024-12-31,25,,,,,
GEG,2024-12-31,40,,,,,
GNOLF,2024-12-31,10,,,,,
SBAC,2024-12-31,60,,,,,
UTHR,2024-12-31,35,,,,,
FISI,2024-12-31,40,,,,,
JNPR,2024-12-31,45,,,,,
GUT,2024-12-31,,,,,,
AIOT,2024-12-31,45,,,,,
ECPG,2024-12-31,40,,,,,
SALM,2024-12-31,50,,,,,
ZD,2024-12-31,50,,,,,
VHC,2024-12-31,45,,,,,
BMRN,2024-12-31,35,,,,,
LII,2024-12-31,20,,,,,
FLWS,2024-12-31,25,,,,,
IIJIY,2024-12-31,50,,,,,
NTCT,2024-12-31,45,,,,,
ARLP,2024-12-31,10,,,,,
LICT,2024-12-31,50,,,,,
AGI,2024-12-31,15,,,,,
SWKH,2024-12-31,40,,,,,
EGAN,2024-12-31,45,,,,,
DHC,2024-12-31,60,,,,,
SLI,2024-12-31,15,,,,,
ATGN,2024-12-31,45,,,,,
EHSI,2024-12-31,35,,,,,
BLK,2024-12-31,40,,,,,
KTHN,2024-12-31,40,,,,,
UGP,2024-12-31,25,,,,,
FXBY,2024-12-31,,,,,,
RDWR,2024-12-31,45,,,,,
9807B,2024-12-31,25,,,,,
CIZN,2024-12-31,40,,,,,
SIFY,2024-12-31,50,,,,,
TKO,2024-12-31,50,,,,,
JDVB,2024-12-31,40,,,,,
PGTK,2024-12-31,20,,,,,
SFST,2024-12-31,40,,,,,
AKAM,2024-12-31,45,,,,,
GAIA,2024-12-31,50,,,,,
PLUG,2024-12-31,20,,,,,
NEO,2024-12-31,35,,,,,
VPLM,2024-12-31,50,,,,,
FSI,2024-12-31,15,,,,,
IDN,2024-12-31,45,,,,,
PZG,2024-12-31,15,,,,,
KTOS,2024-12-31,20,,,,,
CHTR,2024-12-31,50,,,,,
EXPE,2024-12-31,25,,,,,
XLU,2024-12-31,,,,,,
XLK,2024-12-31,,,,,,
XLI,2024-12-31,,,,,,
XLF,2024-12-31,,,,,,
XLE,2024-12-31,,,,,,
XLY,2024-12-31,,,,,,
XLP,2024-12-31,,,,,,
XLV,2024-12-31,,,,,,
ONTO,2024-12-31,45,,,,,
BYDGF,2024-12-31,20,,,,,
ICABY,2024-12-31,50,,,,,
CSCCF,2024-12-31,15,,,,,
TDY,2024-12-31,45,,,,,
MTLK,2024-12-31,45,,,,,
BGC,2024-12-31,40,,,,,
9840B,2024-12-31,55,,,,,
PSBQ,2024-12-31,40,,,,,
QTRHF,2024-12-31,45,,,,,
PKG,2024-12-31,15,,,,,
ZYXI,2024-12-31,35,,,,,
AGEN,2024-12-31,35,,,,,
BBGI,2024-12-31,50,,,,,
GIGM,2024-12-31,50,,,,,
USAS,2024-12-31,15,,,,,
XTGRF,2024-12-31,15,,,,,
UTSI,2024-12-31,45,,,,,
IFNNY,2024-12-31,45,,,,,
KT,2024-12-31,50,,,,,
SLAB,2024-12-31,45,,,,,
EW,2024-12-31,35,,,,,
EPC,2024-12-31,30,,,,,
RIGL,2024-12-31,35,,,,,
CAMT,2024-12-31,45,,,,,
EBMT,2024-12-31,40,,,,,
HSTM,2024-12-31,35,,,,,
DNUT,2024-12-31,25,,,,,
MET,2024-12-31,40,,,,,
LXRX,2024-12-31,35,,,,,
LPSN,2024-12-31,45,,,,,
PTCCY,2024-12-31,10,,,,,
SGMO,2024-12-31,35,,,,,
EXEL,2024-12-31,35,,,,,
NVMI,2024-12-31,45,,,,,
BCEKF,2024-12-31,15,,,,,
QBAK,2024-12-31,45,,,,,
MAG,2024-12-31,15,,,,,
ON,2024-12-31,45,,,,,
PXLW,2024-12-31,45,,,,,
ATCUF,2024-12-31,15,,,,,
GOAI,2024-12-31,50,,,,,
FYBR,2024-12-31,50,,,,,
CEVA,2024-12-31,45,,,,,
ISSC,2024-12-31,20,,,,,
RBBN,2024-12-31,45,,,,,
NRG,2024-12-31,55,,,,,
INSM,2024-12-31,35,,,,,
BANC,2024-12-31,40,,,,,
SPOWF,2024-12-31,10,,,,,
IWB,2024-12-31,,,,,,
IWM,2024-12-31,,,,,,
IWV,2024-12-31,,,,,,
IWD,2024-12-31,,,,,,
IWF,2024-12-31,,,,,,
IVW,2024-12-31,,,,,,
IVE,2024-12-31,,,,,,
IJH,2024-12-31,,,,,,
IJR,2024-12-31,,,,,,
IVV,2024-12-31,,,,,,
VC,2024-12-31,25,,,,,
BEP,2024-12-31,55,,,,,
ISRG,2024-12-31,35,,,,,
BOTJ,2024-12-31,40,,,,,
CRL,2024-12-31,35,,,,,
BHLB,2024-12-31,40,,,,,
AMBK,2024-12-31,40,,,,,
NTES,2024-12-31,50,,,,,
ZIVO,2024-12-31,30,,,,,
ENTG,2024-12-31,45,,,,,
ACLS,2024-12-31,45,,,,,
SOHU,2024-12-31,50,,,,,
TKC,2024-12-31,50,,,,,
SAVA,2024-12-31,35,,,,,
EVC,2024-12-31,50,,,,,
GGAL,2024-12-31,40,,,,,
ILMN,2024-12-31,35,,,,,
IJK,2024-12-31,,,,,,
IWN,2024-12-31,,,,,,
IWO,2024-12-31,,,,,,
IUSV,2024-12-31,,,,,,
IUSG,2024-12-31,,,,,,
IJJ,2024-12-31,,,,,,
IEV,2024-12-31,,,,,,
IJS,2024-12-31,,,,,,
IJT,2024-12-31,,,,,,
CRIS,2024-12-31,35,,,,,
LTRX,2024-12-31,45,,,,,
BRKR,2024-12-31,35,,,,,
CRNT,2024-12-31,45,,,,,
MNDO,2024-12-31,45,,,,,
BKGM,2024-12-31,40,,,,,
EQIX,2024-12-31,60,,,,,
CGEN,2024-12-31,35,,,,,
PNFP,2024-12-31,40,,,,,
SRRE,2024-12-31,60,,,,,
TURN,2024-12-31,40,,,,,
MCO,2024-12-31,40,,,,,
MBCN,2024-12-31,40,,,,,
TTMI,2024-12-31,45,,,,,
DCTH,2024-12-31,35,,,,,
AWHL,2024-12-31,35,,,,,
DRRX,2024-12-31,35,,,,,
ASR,2024-12-31,20,,,,,
SPYG,2024-12-31,,,,,,
ITGR,2024-12-31,35,,,,,
VS,2024-12-31,50,,,,,
KUBR,2024-12-31,30,,,,,
DGT,2024-12-31,,,,,,
SPYV,2024-12-31,,,,,,
SLYG,2024-12-31,,,,,,
SLYV,2024-12-31,,,,,,
XNTK,2024-12-31,,,,,,
TPR,2024-12-31,25,,,,,
SPTM,2024-12-31,,,,,,
RMLFF,2024-12-31,15,,,,,
OEF,2024-12-31,,,,,,
VBFC,2024-12-31,40,,,,,
LTBR,2024-12-31,10,,,,,
TNET,2024-12-31,20,,,,,
SFRX,2024-12-31,20,,,,,
ELVA,2024-12-31,20,,,,,
KMGLF,2024-12-31,15,,,,,
INSG,2024-12-31,45,,,,,
EXAS,2024-12-31,35,,,,,
ALGN,2024-12-31,35,,,,,
GRMN,2024-12-31,25,,,,,
HBIO,2024-12-31,35,,,,,
DVAX,2024-12-31,35,,,,,
IOO,2024-12-31,,,,,,
PFLC,2024-12-31,40,,,,,
ACAD,2024-12-31,35,,,,,
VRME,2024-12-31,45,,,,,
GPN,2024-12-31,40,,,,,
AMX,2024-12-31,50,,,,,
OIS,2024-12-31,10,,,,,
IBB,2024-12-31,,,,,,
KEFI,2024-12-31,40,,,,,
NOG,2024-12-31,10,,,,,
BTU,2024-12-31,10,,,,,
MPX,2024-12-31,25,,,,,
SYNA,2024-12-31,45,,,,,
MNDJF,2024-12-31,15,,,,,
NXJ,2024-12-31,,,,,,
MDLZ,2024-12-31,30,,,,,
OMCL,2024-12-31,35,,,,,
SHBI,2024-12-31,40,,,,,
JINFF,2024-12-31,15,,,,,
PRU,2024-12-31,40,,,,,
RWR,2024-12-31,,,,,,
RVP,2024-12-31,35,,,,,
VTI,2024-12-31,,,,,,
FENC,2024-12-31,35,,,,,
AXON,2024-12-31,20,,,,,
BFH,2024-12-31,40,,,,,
WTW,2024-12-31,40,,,,,
CUPUF,2024-12-31,55,,,,,
